epoch,loss,val_loss
0,0.023852786049246788,0.032367754727602005
1,0.03573046624660492,0.02181784063577652
2,0.01728566363453865,0.012321152724325657
3,0.013586866669356823,0.02595037966966629
4,0.017057709395885468,0.007943732663989067
